ETC_20150317_000001	Kepa	케파				
ETC_20190104_036616	Gladiateur Déterminé	집념의 그물투사				
ETC_20190104_036617	Vous avez terminé avec succès l'entraînement du Maître Rétiaire.	레티아리이 마스터가 내준 훈련을 모두 마쳤습니다.				
ETC_20190104_036618	Maître de la Flûte	피리 소리를 이겨낸				
ETC_20190104_036619	Vous avez aidé le Joueur de flûte à préparer un remède pour les soldats hypnotisés.	파이드 파이퍼를 도와 피리 소리에 홀린 병사들의 치료제를 만들어줬습니다.				
ETC_20190104_036620	Commandant Prestigieux	군목의 권위자				
ETC_20190104_036621	Vous avez rencontré le Maître Aumônier, figure prestigieuse parmi les soldats.	병사들 사이에서 명성이 높은 채플린 마스터를 만났습니다.				
ETC_20190104_036622	Récompense de classement TBL [Réinit. le lundi à 06:00]	팀 배틀 리그 순위 보상 [매주 월요일 6시 초기화]				
ETC_20190104_036623	Collection	컬렉션				
ETC_20190104_036624	Collectionneur Jovial	즐기는 수집가				
ETC_20190104_036625	Vous avez terminé plus de 50 collections.	완성한 컬렉션이 50개를 넘겼습니다.				
ETC_20190104_036626	Terminer 50 collections	컬렉션 완성 수 50개				
ETC_20190104_036627	Collectionneur Obsessionnel	집착의 수집가				
ETC_20190104_036628	Vous avez terminé plus de 100 collections.	완성한 컬렉션이 100개를 넘겼습니다.				
ETC_20190104_036629	Terminer 100 collections	컬렉션 완성 수 100개				
ETC_20190104_036630	Accomplir le mécanisme du Maître Zélote	질럿 마스터 기믹 클리어				
ETC_20190104_036631	Accomplir le mécanisme du Maître Marqueur de balles	불릿 마커 마스터 기믹 클리어				
ETC_20190104_036632	Accomplir le mécanisme du Maître Matador	마타도르 마스터 기믹 클리어				
ETC_20190104_036633	Accomplir le mécanisme du Maître Ombremancien	섀도우맨서 마스터 기믹 클리어				
ETC_20190104_036634	Accomplir le mécanisme du Maître Exorciste	엑소시스트 마스터 기믹 클리어				
ETC_20190104_036635	Terminer le mécanisme Onmyoji	음양사 마스터 기믹 클리어				
ETC_20190104_036636	Accomplir le mécanisme du Maître Rétiaire	레티아리이 마스터 기믹 클리어				
ETC_20190104_036637	Accomplir le mécanisme du Maître Joueur de flûte	파이드 파이퍼 마스터 기믹 클리어				
ETC_20190104_036638	Accomplir le mécanisme du Maître Aumônier	채플린 마스터 기믹 클리어				
ETC_20190104_036639	Nombre de collections complètes	컬렉션 완성 수				
ETC_20190104_036640	Brise-brique : Étourdissement	벽돌 깨기 : 기절				
ETC_20190104_036641	Jet de sable : Ténèbres	모래 뿌리기 : 암흑				
ETC_20190104_036642	Récolter les Âmes	영혼 수집				
ETC_20190104_036643	Le pouvoir des âmes des monstres a été rassemblé	몬스터들의 영혼의 힘이 모였습니다				
ETC_20190104_036644	Saut interdit	점프 금지				
ETC_20190104_036645	Incarcération Forcée	강제 유폐				
ETC_20190104_036646	Vous avez été transporté contre votre gré par la seule force de la colère de Boruta. Vous commencez à perdre 5 % de vos PV max. toutes les 5 secondes pendant 30 secondes.	보루타의 증오의 힘에 의해 강제로 이동 당했습니다. 5초마다 전체 체력의 5% 피해를 입습니다.탈출 포탈을 찾아 사용하면 효과가 사라집니다. 30초간 유지됩니다.				
ETC_20190104_036647	Échos Accumulés	누적된 메아리				
ETC_20190104_036648	L'antique cri de Boruta résonne en vous. Les buffs bénéfiques seront dissipés toutes les 5 secondes chez tous ceux qui vous entourent, hormis les membres de votre guilde.	기나긴 세월 동안 쌓여온 보루타의 울부짖음이 당신과 공명합니다. 5초마다 길드원을 제외한 인원들의 이로운 버프를 하나씩 해제시킵니다.				
ETC_20190104_036649	Vengeance	복수심				
ETC_20190104_036650	Votre cœur est désormais empli de Vengeance. Tous les ennemis qui vous attaquent subissent 1 % de leurs propres dégâts d'attaque par cumul de Vengeance, jusqu'à un maximum de 90 % de leurs dégâts d'attaque.	보루타가 자신의 복수심을 당신에게 옮겼습니다. 피격시, 공격자는 복수심 1중첩 1%씩, 자신의 공격력에 비례한 피해를 입습니다. 최대 90%의 피해를 입습니다.				
ETC_20190104_036651	Unité Renforcée	결속 강화				
ETC_20190104_036652	Le lien tissé entre vous et votre compagnon vous protège.	충직한 소환수 혹은 컴패니언과의 인연의 힘이 당신을 보호합니다				
ETC_20190104_036653	Buff de Test Borutos Kapas	보루토스 카파스 테스트 버프				
ETC_20190104_036654	Buff de test pour Boruta.	보루타 테스트용 버프입니다.				
ETC_20190104_036655	Marque : Borutos Kapas	표식 : 보루토스 카파스				
ETC_20190104_036656	Une marque laissée par le dragon Boruta sur les membres de guilde ayant grandement contribué à empêcher son retour.{nl}Dure 2 semaines au maximum.	드래곤 보루타가 자신을 저지하는 데 가장 큰 기여를 한 길드의 구성원들에게 남긴 표식입니다.{nl}최대 2주간 지속됩니니다.				
ETC_20190104_036657	Toutes les attaques sont ignorées, sauf mention contraire.	지정된 스킬 외에는 공격을 무시합니다.				
ETC_20190104_036658	Attaque critique physique augmentée	물리 치명타 공격력 증가				
ETC_20190104_036659	Monstre de type Attaque.	공격형 타입의 몬스터입니다.				
ETC_20190104_036660	Monstre de type Défense.	방어형 타입의 몬스터입니다.				
ETC_20190104_036661	Portée	원거리형				
ETC_20190104_036662	Monstre de type Distance.	원거리형 타입의 몬스터입니다.				
ETC_20190104_036663	Magique	마법형				
ETC_20190104_036664	Monstre de type Magie.	마법형 타입의 몬스터입니다.				
ETC_20190104_036665	Soutien	지원형				
ETC_20190104_036666	Monstre de type Soutien.	지원형 타입의 몬스터입니다.				
ETC_20190104_036667	Électrocution Contagieuse	전류 전이				
ETC_20190104_036668	Vous avez été électrocuté. Votre vitesse de déplacement diminue. L'électrocution se transmet à ceux qui vous entourent.	감전 된 상태입니다.이동속도가 하락합니다.주변에 사람이 있을경우 전류가 전이됩니다.				
ETC_20190104_036669	Vous avez été électrocuté. Votre vitesse de déplacement et vos défenses physique/magique sont réduites.	주변의 영향으로 감전 된 상태입니다. 물리/마법 방어력이 하락합니다.				
ETC_20190104_036670	Mort Instantanée	즉사				
ETC_20190104_036671	Dégâts 80 000	대미지 8만				
ETC_20190104_036672	Paralysie	마비				
ETC_20190104_036673	La foudre vous a paralysé. Votre vitesse de déplacement et votre défense sont réduites.	전류에 노출되어 몸이 말을 듣지 않습니다. 이동속도와 방어력이 감소합니다.				
ETC_20190104_036674	Offre une bénédiction qui octroie temporairement au personnage une attaque de propriété Sacré supplémentaire. Nécessite Gyslotis x10 par vente.	캐릭터의 기본 공격에 일시적으로 신성 속성 추가타를 부여하는 축복을 줍니다. 해당 버프를 1회 판매하는데 기슬로티스 10개가 필요합니다.				
ETC_20190104_036675	Dégâts supplémentaires de{nl}propriété Sacré : +#{CaptionRatio}#{nl}Durée : #{CaptionTime}# minutes	신성 속성 추가 공격 +#{CaptionRatio}#{nl}지속시간 #{CaptionTime}#분				
ETC_20190104_036676	Offre une bénédiction qui ajoute temporairement des dégâts de propriété Sacré à chaque attaque. Nécessite Poudre sacrée x10 par vente.	적을 공격할 때 마다 신성 속성 추가 대미지를 부여하는 축복을 줍니다. 해당 버프를 1회 판매하는데 홀리 파우더 10개가 필요합니다.				
ETC_20190104_036677	Dégâts supplémentaires : +#{CaptionRatio}#{nl}Durée : #{CaptionTime}# minutes	추가 대미지 +#{CaptionRatio}#{nl}지속시간 #{CaptionTime}#분				
ETC_20190104_036678	Offre une bénédiction qui augmente temporairement la défense magique d'un personnage. Nécessite Eau bénite x10 par vente.	캐릭터의 마법 방어력을 일시적으로 증가하는 축복을 줍니다. 해당 버프를 1회 판매하는데 성수 10개가 필요합니다.				
ETC_20190104_036679	Défense magique : +#{CaptionRatio}#%{nl}Durée : #{CaptionTime}# minutes	마법 방어력 #{CaptionRatio}#% 증가{nl}지속시간 #{CaptionTime}#분				
ETC_20190104_036680	Offre une bénédiction qui augmente temporairement la défense physique d'un personnage. Nécessite Eau bénite x10 par vente.	캐릭터의 물리 방어력을 일시적으로 증가하는 축복을 줍니다. 해당 버프를 1회 판매하는데 성수 10개가 필요합니다.				
ETC_20190104_036681	Défense physique : +#{CaptionRatio}#%{nl}Durée : #{CaptionTime}# minutes	물리 방어력 #{CaptionRatio}#% 증가{nl}지속시간 #{CaptionTime}#분				
ETC_20190104_036682	Déposer dans l'entrepôt de guilde partagé	길드 공용 창고 입고				
ETC_20190104_036683	Retirer de l'Entrepôt de Guilde Partagé	길드 공용 창고 출고				
ETC_20190104_036684	Gestion des Taxes de la Ville	도시 세율 관리				
ETC_20190104_036685	Supprimer la Publication de la Communauté	커뮤니티 글 삭제				
ETC_20190104_036686	Collection : Église de Tenet B1	컬렉션: 테넷성당 지하 1층	ETC_20151224_017989	Collection : Église de Tenet B1	콜렉션:테넷성당 지하 1층	
ETC_20190104_036687	Collection : Église de Tenet 1F	컬렉션: 테넷성당 지상 1층	ETC_20151224_017990	Collection : Église de Tenet 1F	콜렉션:테넷성당 지상 1층	
ETC_20190104_036688	Collection : Église de Tenet 2F	컬렉션: 테넷성당 지상 2층	ETC_20151224_017991	Collection : Église de Tenet 2F	콜렉션:테넷성당 지상 2층	
ETC_20190104_036689	Collection : 2e prison démoniaque	컬렉션: 제2 마족수감소	ETC_20180320_031687	Collection : 2e prison démoniaque	콜렉션:제2 마족수감소	
ETC_20190104_036690	Collection : Jamais vu auparavant	컬렉션: 본적이 없는	ETC_20160520_021777	Collection : Jamais vu auparavant	콜렉션:본적이 없는	
ETC_20190104_036691	Collection : Quartier de Dingofasil	컬렉션: 딩고파실 지구	ETC_20160811_023041	Collection : Quartier de Dingofasil	콜렉션:딩고파실 지구	
ETC_20190104_036692	Dégâts physiques +{@st66d_y}{s16}[%d]{/}{/}%% pendant 6 secondes après avoir utilisé une potion de PM	SP 포션 종류 사용 시 6초간 물리 대미지 +{@st66d_y}{s16}[%d]{/}{/}%%	ETC_20180208_031267	Attaque physique +{@st66d_y}{s16}[%d]{/}{/}%% pendant 6 s après avoir utilisé une potion de PM	SP 포션 종류 사용 시 6초간 물리 공격력 +{@st66d_y}{s16}[%d]{/}{/}%%	
ETC_20190104_036693	Attaque critique magique +{@st66d_y}{s16}[%d]{/}{/}	마법 치명타 공격력 +{@st66d_y}{s16}[%d]{/}{/}	ETC_20180208_031277	Amplification magique +{@st66d_y}{s16}[%d]{/}{/}	마법 증폭 +{@st66d_y}{s16}[%d]{/}{/}	
ETC_20190104_036694	Dégâts magiques +{@st66d_y}{s16}[%d]{/}{/}%% pendant 6 secondes après avoir utilisé une potion de PM	SP 포션 종류 사용 시 6초간 마법 대미지 +{@st66d_y}{s16}[%d]{/}{/}%%	ETC_20180208_031323	Attaque magique +{@st66d_y}{s16}[%d]{/}{/}%% pendant 6 s après avoir utilisé une potion de PM	SP 포션 종류 사용 시 6초간 마법 공격력 +{@st66d_y}{s16}[%d]{/}{/}%%	
ETC_20190104_036695	Une attaque critique réussie donne {@st66d_y}{s16}[%d]{/}{/}%% de chance de vous rendre furtif pendant 6 secondes	치명타 공격시 {@st66d_y}{s16}[%d]{/}{/}%%확률로  6초 동안 은신				
ETC_20190104_036696	{nl} {nl}Appuyez rapidement deux fois sur une touche{nl}directionnelle pour sprinter.{nl}	{nl} {nl}같은 방향 이동키를 빠르게 두 번 입력하여{nl}대쉬를 사용할 수 있습니다.	ETC_20151224_018029	{nl} {nl}Les classes de type Épéiste peuvent sprinter en appuyant deux fois sur la même touche directionnelle.	{nl} {nl}전사계 클래스는 같은 방향 이동키를 빠르게 두 번 입력하여 대쉬를 사용할 수 있습니다.	
ETC_20190104_036697	Vos stats augmentent automatiquement selon{nl}votre classe à chaque montée de niveau.	레벨업을 하면 각 클래스의 특성에 맞게 스테이터스 수치가 상승합니다.	ETC_20150729_013698	Utilisez les points de statistique obtenus en{nl}montant de niveau{nl}pour améliorer les capacités de votre{nl}personnage.	레벨업을 통해 얻은 스테이터스 포인트로 캐릭터의 능력치를 성장시킬 수 있습니다.	
ETC_20190104_036698	{nl} {nl} La fonction de chaque stat s'affiche en bas de la{nl}fenêtre.	{nl} {nl} 스테이터스의 효과는 하단에서 확인이 가능합니다.				
ETC_20190104_036699	Les points de stats gagnés par les quêtes et les{nl}mécanismes peuvent être investis librement{nl}dans la stat de votre choix.	특정 퀘스트, 기믹을 통해 얻은 스테이터스 포인트를{nl}사용하여 원하는 스테이터스를 추가로 상승시킬 수{nl}있습니다				
ETC_20190104_036700	Prenez le temps de comprendre les effets de{nl}chaque stat avant d'y investir vos points.{nl}N'oubliez pas de valider la répartition une fois{nl}vos points dépensés.	스테이터스의 효과를 충분히 살펴본 후 포인트를 신중하게 투자하세요.{nl}스테이터스 효과는 해당 버튼을 클릭해야 적용됩니다.				
ETC_20190104_036701	{nl} {nl}Tous les Skills peuvent monter jusqu'au niveau{nl}5 par rang.{nl}Atteindre les niveaux de classe 16 et 31 relève le{nl}plafond des Skills et vous permet d'en{nl}apprendre au niveau suivant.	{nl} {nl}각 랭크별 스킬은 최대 5레벨 까지 올릴 수 있으며,{nl}클래스 레벨 16, 31을 달성하면{nl}올릴 수 있는 스킬의 최대 레벨이 일정 폭 증가하며,{nl}다음 단계의 스킬을 배울 수 있습니다.				
ETC_20190104_036702	{nl} {nl}Cliquez sur Appliquer après avoir réparti les{nl}niveaux de Skill pour les valider.	{nl} {nl}스킬 레벨을 올린 뒤 저장을 누르면 스킬 레벨이{nl}상승합니다.	ETC_20170313_026538	{nl} {nl}Cliquez sur Appliquer après avoir réparti les points de Skill{nl}pour les valider.	{nl} {nl}스킬 레벨을 올린 뒤 적용을 누르면 스킬 레벨이{nl}상승합니다.	
ETC_20190104_036703	Vous pouvez renforcer davantage votre{nl}personnage en apprenant de nouveaux{nl}attributs.	특성을 학습하면 캐릭터를 더욱 강하게 성장시킬 수 있습니다.	ETC_20150729_013705	Renforcez encore plus votre personnage en apprenant des attributs auprès des PNJ Master de chaque classe.	마스터 NPC에게 특성을 학습하여 캐릭터를 더욱 강하게 성장시킬 수 있습니다.	
ETC_20190104_036704	Les attributs s'apprennent dans la fenêtre Skills{nl}et attributs.	스킬과 특성 창에서 특성을 습득할 수 있습니다.	ETC_20170313_026539	Les attributs peuvent être appris auprès des PNJ Master ou Sous-maître spécifiques à chaque classe.	각 클래스별 마스터 또는 서브마스터 NPC로부터{nl}특성을 학습할 수 있습니다.	
ETC_20190104_036705	{nl} {nl}Les attributs appris s'affichent dans la liste des{nl}attributs, à droite.	{nl} {nl}학습이 완료된 특성은 스킬과 특성창 우측에 위치한 특성 목록에서 확인이 가능합니다.	ETC_20170313_026541	Les attributs ne peuvent être utilisés qu'une fois appris.{nl}Vous ne pouvez pas commencer à apprendre un attribut pendant qu'un autre est en cours d'apprentissage.	특성은 학습이 완료된 이후 사용할 수 있으며,{nl}특성 학습을 시작하면 그 동안 다른 특성은 학습할 수{nl}없습니다.	
ETC_20190104_036706	Un clic droit pour apprendre un attribut le fait{nl}monter de 10 niveaux par clic.	특성을 추가할 때 마우스 우클릭 시 10포인트씩 올라갑니다.				
ETC_20190104_036707	Maximiser votre classe vous permet d'avancer{nl}vers une nouvelle classe.	클래스 레벨을 최대로 올리면 전직을 선택할 수 있습니다.	ETC_20150729_013710	Vous pouvez faire progresser votre classe en atteignant le niveau de classe 15.	클래스 레벨이 15가 되면 전직을 선택할 수 있습니다.	
ETC_20190104_036708	Votre niveau de classe s'affiche en bas à droite{nl}de l'écran.	클래스 레벨은 화면 오른쪽 하단에서 확인할 수 있습니다.	ETC_20170313_026544	Votre niveau de classe s'affiche en bas à droite de l'écran.	클래스 레벨은 화면 오른쪽 하단에서 확인할 수{nl}있습니다.	
ETC_20190104_036709	{nl} {nl}Une fois le niveau de classe 45 atteint, la fenêtre{nl}d'avancement de classe apparaît sous la{nl}minicarte ;{nl}cliquez dessus pour accéder à une nouvelle{nl}classe.{nl}(La première fenêtre d'avancement apparaît au{nl}niveau 15 de votre classe de base.)	{nl} {nl}클래스 레벨이 45가 되면 지도창 하단에 클래스{nl}전직 창이 나타나며, 플레이어는 해당 창을 통해{nl}캐릭터가 전직할 직업을 선택할 수 있습니다.{nl}(최초 전직 시 클래스 레벨이 15가 되면 클래스{nl}전직 창이 나타납니다.)	ETC_20170313_026545	{nl} {nl}Une fois le niveau de classe 15 atteint, un menu d'Avancement apparaîtra sous la fenêtre de carte.{nl}Vous pourrez y sélectionner la classe vers laquelle faire avancer votre personnage.	{nl} {nl}클래스 레벨이 15가 되면 지도창 하단에 클래스{nl}전직 창이 나타나며, 플레이어는 해당 창을 통해{nl}캐릭터가 전직할 직업을 선택할 수 있습니다.	
ETC_20190104_036710	Vous pouvez recevoir des effets bénéfiques en{nl}complétant des collections.	컬렉션을 완성하면 유용한 효과를 얻을 수 있습니다.	ETC_20160718_022133	Vous recevrez un effet bénéfique en complétant{nl}la collection.	콜렉션을 완성하면 유용한 효과를 얻을 수 있습니다.	
ETC_20190104_036711	Les collections s'enregistrent en utilisant des{nl}objets de collection.	컬렉션은 컬렉션 아이템을 통해 등록할 수 있습니다.	ETC_20160718_022134	Vous pouvez enregistrer des objets de{nl}collection dans la collection.	콜렉션은 콜렉션 아이템을 통해 등록할 수 있습니다.	
ETC_20190104_036712	Les objets de collection s'enregistrent auprès des{nl}PNJ Association de magie d'Orsha et de{nl}Klaipeda.	습득한 컬렉션 아이템은 마법협회 NPC를 통해서 등록할 수 있으며 해당 NPC는 각각 오르샤와 클라페다에 위치해 있습니다.	ETC_20170313_026616	Les objets de collection acquis peuvent être{nl}enregistrés auprès du PNJ Association de magie{nl}à Orsha ou Klaipeda.	습득한 콜렉션 아이템은 마법협회 NPC를 통해서 등록할 수 있으며 해당 NPC는 각각 오르샤와 클라페다에 위치해 있습니다.	
ETC_20190104_036713	{nl} {nl}Appuyez sur {img F11 40 40} ou consultez un PNJ{nl}Association de magie pour voir vos collections{nl}enregistrées.	{nl} {nl}등록한 컬렉션은 {img F11 40 40}키를 이용하거나 마법협회 소속 NPC를 통해 컬렉션 창에서 확인할 수 있습니다.	ETC_20170313_026617	{nl} {nl}Appuyez sur {img F11 40 40} ou rendez-vous auprès d'un{nl}PNJ Association de magie pour consulter vos{nl}collections enregistrées.	{nl} {nl}등록한 콜렉션은 {img F11 40 40}키를 이용하거나 마법협회 소속 NPC를 통해 콜렉션 창에서 확인할 수 있습니다.	
ETC_20190104_036714	Consultez l'encadré d'état des collections en{nl}haut de la fenêtre de collection pour voir la{nl}progression et les effets des collections{nl}enregistrées comme non enregistrées.	상단의 컬렉션 상태 체크를 통해 등록한 컬렉션 외에 미등록 된 컬렉션의 진행 상태와 효과를 확인할 수 있습니다.	ETC_20170313_026618	Consultez les collections en bas pour voir la{nl}progression et les effets des collections non{nl}enregistrées.	상단의 콜렉션 상태 체크를 통해 등록한 콜렉션 외에 미등록 된 콜렉션의 진행 상태와 효과를 확인할 수 있습니다.	
ETC_20190104_036715	{nl} {nl}Sélectionnez une collection pour voir les objets{nl}nécessaires à sa complétion.	{nl} {nl}완성하고자 하는 컬렉션을 선택하면 완성에 필요로{nl}하는 아이템 정보를 확인할 수 있습니다.	ETC_20170313_026619	{nl} {nl}Sélectionnez une collection pour voir les objets{nl}nécessaires pour la compléter.	{nl} {nl}완성하고자 하는 콜렉션을 선택하면 완성에 필요로{nl}하는 아이템 정보를 확인할 수 있습니다.	
ETC_20190104_036716	 sera activé quand vous{nl}ajoutez les objets requis dans l'emplacement{nl}d'objet.	를 활성화 시키기 위해선 해당 컬렉션이 요구하는 아이템을 획득하여 해당 슬롯에 장착해야 합니다.	ETC_20150717_013398	 sera activé quand vous ajoutez les objets{nl}requis dans l'emplacement d'objet.	를 활성화 시키기 위해선 해당 콜렉션이 요구하는 아이템을 획득하여 해당 슬롯에 장착해야 합니다.	
ETC_20190104_036717	{nl} {nl}Si vous avez des objets de collection dans votre{nl}inventaire, utilisez le bouton {img itemcraft_btn 25 25} pour les{nl}enregistrer dans la fenêtre de collection.	{nl} {nl}인벤토리에 컬렉션 아이템이 있다면 컬렉션 창에서{nl}{img itemcraft_btn 25 25}버튼을 이용해 해당 아이템을 컬렉션에 장착할 수 있습니다.	ETC_20170313_026620	{nl} {nl}Si vous possédez des objets de collection dans{nl}votre inventaire, utilisez le bouton {img itemcraft_btn 25 25} pour les{nl}enregistrer dans la fenêtre de collection.	{nl} {nl}인벤토리에 콜렉션 아이템이 있다면 콜렉션 창에서{nl}{img itemcraft_btn 25 25}버튼을 이용해 해당 아이템을 콜렉션에 장착할 수 있습니다.	
ETC_20190104_036718	{nl} {nl}Les objets enregistrés dans les collections ne{nl}peuvent pas être récupérés.	{nl} {nl}컬렉션에 장착 된 아이템은 되돌려 받을 수 없습니다.	ETC_20170313_026621	{nl} {nl}Les objets enregistrés dans les collections ne{nl}peuvent pas être récupérés.	{nl} {nl}콜렉션에 장착 된 아이템은 되돌려 받을 수 없습니다.	
ETC_20190104_036719	{nl} {nl}Les effets de collection ne s'appliquent qu'une{nl}fois la collection complète, et bénéficient à toute{nl}l'équipe.	{nl} {nl}오직 완성된 컬렉션만이 컬렉션 효과를 캐릭터에게{nl}부여하며, 해당 효과는 팀 단위로 공유됩니다.	ETC_20170313_026622	{nl} {nl}Les effets de collection ne s'appliqueront{nl}qu'une fois la collection complétée, et{nl}s'appliqueront à toute l'équipe.	{nl} {nl}오직 완성된 콜렉션만이 콜렉션 효과를 캐릭터에게{nl}부여하며, 해당 효과는 팀 단위로 공유됩니다.	
ETC_20190104_036720	{nl} {nl}Cliquez sur l'option en haut de la fenêtre des{nl}collections pour voir les effets de toutes les{nl}collections complétées.	{nl} {nl}컬렉션 창 상단의 총 효과보기를 통해 컬렉션을{nl}완성하여 부여 된 모든 효과를 확인할 수 있습니다.				
ETC_20190104_036721	{nl} {nl}Si l'un des joueurs n'utilise pas de Token, ou s'il{nl}en utilise un mais n'a plus d'échanges{nl}disponibles, l'objet deviendra non échangeable.	{nl} {nl}그러나 토큰을 사용하지 않거나 토큰을 사용하지만{nl}무제한 거래 불가능 토큰을 사용 중인 플레이어와{nl}거래 할 경우 거래 한 아이템은 거래불가로{nl}바뀌게 됩니다.	ETC_20170313_026674	{nl} {nl}Si l'un des joueurs n'est pas utilisateur de{nl}Token, ou s'il utilise un Token mais a épuisé{nl}ses échanges, l'objet deviendra non{nl}échangeable.	{nl} {nl}그러나 토큰을 사용하지 않거나 토큰을 사용하지만{nl}토큰의 거래 가능 횟수를 모두 소진한 플레이어와{nl}거래 할 경우 거래 한 아이템은 거래불가로{nl}바뀌게 됩니다.	
ETC_20190104_036722	{nl} {nl}Appuyez sur {img F1 40 40} pour ouvrir vos informations{nl}de personnage et voir le temps restant de votre{nl}Token.	{nl} {nl}토큰의 효과와 남은 시간은 버프 목록에서 확인하거나 {img F1 40 40}키를 누른 후 캐릭터 설정에서 확인할 수 있습니다.	ETC_20170313_026676	{nl} {nl}Appuyez sur {img F1 40 40} pour ouvrir votre fenêtre{nl}d'informations du personnage et voir le temps{nl}restant de votre Token.	{nl} {nl}토큰의 효과와 남은 시간은 {img F1 40 40}키를 누른 후 캐릭터 설정에서 확인할 수 있습니다.	
ETC_20190104_036723	{nl}Avantages du Token de la boutique TP{nl} - Commission du marché réduite (30 %{img white_right_arrow 16 16}10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets{nl}sur le marché{nl} - Possibilité d'enregistrer des objets au marché{nl}hors des limites de prix min./max.{nl} - Possibilité de récupérer instantanément{nl}l'argent du marché{nl} - Vitesse de déplacement +3{nl} - +50 % d'EXP sur les monstres chassés{nl}(cumulable avec les effets des tomes d'EXP){nl} - Gestes premium{nl} - Échanges personnels illimités{nl} - Entrepôt d'équipe +30 emplacements	{nl} {nl}TP상점에서 판매하는 토큰 효과{nl} - 마켓 판매 수수료 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 물품 등록 개수 10개로 증가{nl} - 마켓 상/하한가 관계 없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령 가능{nl} - 캐릭터 이동 속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 무제한 이용 가능{nl} - 팀 창고 +30칸 증가	ETC_20180629_033312	{nl}Avantages du Token de la boutique TP{nl} - Possibilité d'apprendre les attributs instantanément{nl} - Commission du marché réduite (30 %{img white_right_arrow 16 16}10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le marché{nl} - Possibilité d'enregistrer des objets au marché hors des limites de prix min./max.{nl} - Possibilité de récupérer instantanément l'argent du marché{nl} - Vitesse de déplacement +3{nl} - +50 % d'EXP sur les monstres chassés{nl}(cumulable avec les effets des tomes d'EXP){nl} - Entrepôt d'équipe{nl} - Gestes premium{nl} - 30 échanges personnels	{nl}TP상점에서 판매하는 토큰 효과{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 이용 가능{nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능	
ETC_20190104_036724	{nl} {nl}Le maître de guilde et les membres peuvent{nl}construire une tour de guilde sur un terrain du{nl}canal 1.	{nl} {nl}길드 마스터와 모든 길드원은{nl}각 필드 1채널에 길드 타워를 설치할 수 있습니다.	ETC_20151224_018163	Les fonctionnalités d'une Tour de guilde{nl}peuvent être diversifiées selon le Skill Tour de{nl}guilde du Templier.	길드 마스터는 필드에 길드 타워를 설치할 수 있습니다.	
ETC_20190104_036725	Pour construire une tour de guilde, il vous faut  	길드 타워를 설치하려면,  				
ETC_20190104_036726	   , que vous pouvez acheter{nl}auprès du chevalier commandant Uska à{nl}Klaipeda.	  아이템이 필요하며, 해당 아이템은 클라페다의 기사단장 우스카에게서 구입할 수 있습니다.				
ETC_20190104_036727	Les tours de guilde offrent de nombreuses{nl}fonctions à mesure que le niveau de guilde{nl}augmente.	길드 타워는 길드 레벨에 따라서 점점 많은 역할을{nl}수행할 수 있게 됩니다.				
ETC_20190104_036728	Le repaire de guilde devient disponible à{nl}mesure que le niveau de guilde augmente.	길드 레벨이 높아지면 길드 아지트를 이용할 수 있습니다.	ETC_20151224_018169	Le Repaire de guilde devient disponible lorsque{nl}le niveau de Skill de la Tour de guilde du{nl}maître de guilde est suffisamment élevé.	길드 타워의 레벨이 높아지면 길드 아지트를 이용할 수 있습니다.	
ETC_20190104_036729	Le repaire de guilde devient disponible au{nl}niveau de guilde 2.	길드 레벨 2 달성 시 길드 아지트를 사용할 수 있습니다.	ETC_20170313_026681	Une fois que le Skill de tour de guilde du{nl}personnage Templier maître de guilde atteint un{nl}certain niveau, les membres de la guilde{nl}peuvent utiliser le Repaire de la guilde.	길드 마스터를 맡고 있는 템플러의 길드 타워 스킬{nl}레벨이 높아지면 길드 아지트를 사용할 수 있습니다.	
ETC_20190104_036730	Les quêtes de guilde deviennent disponibles au{nl}niveau de guilde 4.	길드 레벨 4달성시 길드 퀘스트를 이용할 수 있습니다.	ETC_20180320_031713	Les quêtes de guilde sont réservées aux guildes ayant{nl}un maître Templier et un Skill de tour de guilde de niveau 4 ou plus.	길드 퀘스트는 길드 마스터의 [템플러] 직업의 [길드{nl}타워] 스킬이 4레벨 이상인 길드만 이용할 수 있습니다.	
ETC_20190104_036731	Alchimiste - Atelier d'Alchimie	알케미스트 - 연금공방				
