INTL_20160728_000026	Applique les avantages Token à tous vos personnages sur le serveur pendant 60 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre des attributs instantanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - Possibilité d'utiliser l'échange personnel jusqu'à 60 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 1회 추가입장	INTL_20160426_000019	Accorde les avantages Token à tous vos personnages sur le serveur pendant 60 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre jusqu'à 2 attributs simultanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 5 objets sur le Marché{nl} - +3 de vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl}(Se cumule avec l'effet des Tome d'XP){nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - Possibilité d'utiliser l'échange personnel jusqu'à 60 fois{nl}	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능	
INTL_20160728_000027	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장	INTL_20160426_000020	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장	
INTL_20160728_000028	Applique les avantages Token à tous vos personnages sur le serveur pendant 7 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre des attributs instantanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장				
INTL_20161107_000029	Clic droit pour obtenir les objets suivants :{nl} - 150x Potion de PV hautement enrichie {nl} -  150x Potion de PM hautement enrichie {nl}- 20x Boulette au miel {nl}- 20x Potion de soutien de colonie{nl}- 10x Bon de nettoyage d'instance {img star_mark 20 20}{nl}- 20x Cristal d'âme{nl} - 30x Parchemin de téléportation {nl}- 10x Parchemin d'enchantement{nl} - 1x Potion de réinitialisation de Skills{nl}- 1x Potion de réinitialisation de stats	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 150개{nl} - 고농축 SP포션 150개{nl} - 대왕꿀송편 20개{nl}- 정착지원 포션 20개{nl}- 인스턴스 던전 소탕권 [★] 10개{nl}- 소울 크리스탈 20개{nl}- 워프주문서 30개{nl}- 마부스크롤 10개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개				
INTL_20161114_000030	Délai de paiement de l'argent des ventes du Marché : 24 heures.	마켓 판매 실버대금 딜레이 24시간.				
INTL_20161114_000031	Délai de paiement de l'argent des ventes avec Token : 1 heure.	토큰전용 판매실버대금 1시간.				
INTL_20161114_000032	Délai de paiement de l'argent des ventes avec Token : 24 heures.	토큰전용 판매실버대금 24시간.	INTL_20161114_000031	Délai de paiement de l'argent des ventes avec Token : 1 heure.	토큰전용 판매실버대금 1시간.	
INTL_20161121_000033	Clic droit pour obtenir les objets suivants :{nl} - 100x Potion de PV hautement condensée {nl} -  100x Potion de PM hautement condensée {nl}- 10x Boulette au miel {nl}- 10x Potion de soutien de colonie{nl}- 5x Bon de complétion instanciée {img star_mark 20 20}{nl} - 1x Potion de réinitialisation de Skills{nl}- 1x Potion de réinitialisation de stats	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 100개{nl} - 고농축 SP포션 100개{nl} - 대왕꿀송편 10개{nl}- 정착지원 포션 10개{nl}- 인스턴스 던전 소탕권 [★] 5개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개				
INTL_20161214_000034	Les utilisateurs de Token ne sont pas affectés.	토큰 사용자는 상/하안가에 영향을 받지 않는다.				
INTL_20161214_000035	Le jeton sera-t-il échangeable après une transaction au marché ? (1 : échangeable, 0 : non échangeable)	토큰은 마켓에서 거래한 이후에도 계속 거래 가능하게 할 것인가?(1:거래가능, 0:거래불가)				
INTL_20170510_000036	Clic droit pour obtenir les objets suivants :{nl} - Token : 7 jours [Événement]{nl} - Parchemin d'enchantement (14 jours) x10{nl} - Émote Plus: Popolion{nl}- Coffre de costume simple{nl}- Éventail impérial (30 jours){nl} - Béret rouge{nl} - Teinture saumon clair{nl} - Lentilles de contact cramoisies{nl} - Niv2 Potion de soutien de colonie x10{nl} -Potion de restauration Keista niv2 x20	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 토큰:7일[증정용]{nl} - 마법 부여 스크롤(14일) 10개{nl} - 이모티콘 플러스 패키지 : 포포리온{nl}- 심플 코스튬 상자{nl}- 파초선(30일){nl} - 붉은 베레모{nl} - 라이트 살몬 염색약{nl} - 크림슨 렌즈{nl} - 정착 지원 포션 Lv2 10개{nl} - 케이스타스 회복포션Lv2 20개				
INTL_20170605_000037	Une couronne créée au nom d'une reine sans nom.{nl} Échangeable contre des médailles à la Boutique d'échange.	이름없는 여왕을 위해서 제작된 왕관입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000038	Un outil fait d'un long matériau élastique qui, une fois mis en effort, produit de la puissance en tournant.{nl} Échangeable contre des médailles à la Boutique d'échange.	축을 중심으로 돌려서 길다란 고탄성 소재를 감은뒤 그것이 돌아가는 힘을 이용해 동력을 만들어내는 장치입니다.{nl}리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000039	Un outil utilisé pour cuire du pain rapidement.{nl} Échangeable contre des médailles à la Boutique d'échange.	쉽게 빠르게 빵을 굽는 도구입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000040	Le moyen le plus avancé de transmettre des informations.{nl} Échangeable contre des médailles à la Boutique d'échange.	정보를 전달하는 이 세계의 최신 기술입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170703_000041	Oui, il est possible de tourner la tête d'environ 270 degrés !{nl}Échangeable contre des médailles à la Boutique d'échange.	고개를 약 270도 까지 돌리는 것이 가능합니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170703_000042	Une petite figurine sculptée par un Dievdirbys.{nl}Échangeable contre des médailles à la Boutique d'échange.	딥디르비가 만든 착용 가능한 세계수 조각 머리 장식입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170728_000043	SPARTAAAAA !!!{nl}Échangeable contre des médailles à la Boutique d'échange.	스파르타!!!!!{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170925_000044	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000025	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장	
INTL_20170925_000045	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000027	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장	
INTL_20170925_000046	Accorde les avantages Token à tous vos personnages sur le serveur pendant 60 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre jusqu'à 2 attributs simultanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 de vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl}(Se cumule avec l'effet des Tome d'XP){nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - Possibilité d'utiliser l'échange personnel jusqu'à 60 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160426_000021	Accorde les avantages Token à tous vos personnages sur le serveur pendant 60 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre jusqu'à 2 attributs simultanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 de vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl}(Se cumule avec l'effet des Tome d'XP){nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - Possibilité d'utiliser l'échange personnel jusqu'à 60 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장	
INTL_20170925_000047	Applique les avantages Token à tous vos personnages sur le serveur pendant 7 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre des attributs instantanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000028	Applique les avantages Token à tous vos personnages sur le serveur pendant 7 jours. Clic droit pour utiliser.{nl}[Avantages Token]{nl} - Possibilité d'apprendre des attributs instantanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 de déplacement du personnage{nl} - +30 % d'EXP en chassant des monstres{nl} - Possibilité d'utiliser les gestes Premium{nl} - Nombre maximum de bonus augmenté{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장	
INTL_20171013_000048	Parchemin de Transformation Spéciale	특별한 변신 스크롤				
INTL_20171013_000049	Un parchemin permettant à son utilisateur de se transformer.	변신하는 스크롤입니다.				
INTL_20171013_000050	Utilisez pour sélectionner une arme de niveau 315.	315제 무기 장비를 선택할 수 있습니다.				
INTL_20171023_000051	Clic droit pour obtenir les objets suivants.{nl}- Ballon chiot x1{nl}- Enclume de diamant x1{nl}- Enclume dorée x3{nl}- Enclume d'argent x3{nl}- Coupon d'amélioration : 100 000 Argent x10{nl}- Points d'attribut : 1 000 x1{nl}- Potion de PV hautement condensée x20{nl}- Potion de PM hautement condensée x20{nl}- Niv2 Potion de soutien de colonie x10{nl}- Statue de la Déesse x5{nl}- Potion de vitesse de déplacement hautement condensée x5	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 강아지 풍선{nl} - 다이아몬드 모루{nl} - 황금 모루 3개{nl}- 은빛 모루 3개{nl}- 강화 실버 할인 쿠폰 : 10만 실버 10개{nl} - 특성 포인트 1,000{nl} - 고농축 HP포션 20개{nl} - 고농축 SP포션 20개{nl} - 정착 지원 포션 Lv2 10개{nl} - 여신의 조각상 5개{nl} - 고농축 이동속도 증가 포션 5개				
INTL_20171103_000052	Cube de Poupée Maudite	생존 보상 큐브				
INTL_20171205_000053	- Possibilité d'apprendre des attributs{nl}instantanément{nl} - Frais de commission du Marché réduits (30 %{nl}{img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10{nl}objets sur le Marché{nl} - +3 de déplacement du personnage{nl} - Une entrée supplémentaire pour les missions{nl}et donjons	 - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 캐릭터 이동속도 +3{nl} - 미션,던전 1회 추가입장{nl} - 프리미엄 제스쳐 사용 가능{nl}	INTL_20160323_000004	- Possibilité d'apprendre jusqu'à 2 attributs{nl}simultanément{nl} - Frais de commission du Marché réduits (30 %{nl}{img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 5{nl}objets sur le Marché{nl} - +3 de vitesse de déplacement du personnage{nl} - Échange possible jusqu'à 30 fois seulement{nl}	- 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3{nl} - 미션,던전 1회 추가입장{nl} - 최대 버프 적용 개수 증가{nl} - 프리미엄 제스쳐 사용 가능{nl}	
INTL_20171205_000054	Accorde les avantages Token à tous vos personnages sur le serveur pendant 30 jours. Consultez le temps restant dans les infos du personnage.{nl}[Avantages Token]{nl} - Possibilité d'apprendre des attributs instantanément{nl} - Frais de commission du Marché réduits (30 % {img white_right_arrow 16 16} 10 %){nl} - Possibilité de mettre en vente jusqu'à 10 objets sur le Marché{nl} - Possibilité d'enregistrer des objets sur le Marché en dehors des limites de prix min./max.{nl} - Possibilité de récupérer instantanément l'argent du Marché{nl} - +30 % d'EXP en chassant des monstres{nl}(Se cumule avec les effets des Tome d'XP){nl} - Possibilité d'utiliser les gestes Premium{nl} - +1 récompense supplémentaire des missions Saalus{nl} - Possibilité d'utiliser l'échange personnel jusqu'à 30 fois{nl} - Réduction de 2 Pierres sur les entrées de donjon de raid	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여 시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 이용 가능{nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 살러스 수녀원 미션 완료 보상 +1{nl} - 레이드 던전 입장 아이템 소모 개수 -2	INTL_20170925_000044	Applique les avantages du Token à tous vos personnages du serveur pendant 30 jours. Clic droit pour utiliser.{nl}[Avantages du Token]{nl} - Permet d'apprendre les attributs instantanément{nl} - Commission du Marché réduite (30 % {img white_right_arrow 16 16} 10 %){nl} - Permet de mettre en vente jusqu'à 10 objets sur le Marché{nl} - +3 à la vitesse de déplacement du personnage{nl} - +30 % d'EXP en chassant les monstres{nl} - Permet d'utiliser les Gestes Premium{nl} - Augmente le nombre maximum de buffs{nl} - Permet d'utiliser le Commerce personnel jusqu'à 30 fois{nl} - 1 entrée d'instance supplémentaire pour les missions et donjons	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	
INTL_20171222_000055	Coffre d'Album de Cartes de Monstres	몬스터 카드첩 상자				
INTL_20171222_000056	Clic droit pour obtenir les objets suivants :{nl} - Album de cartes de monstres: Red x1{nl} - Album de cartes de monstres: Blue x1{nl} - Album de cartes de monstres: Green x1{nl} - Album de cartes de monstres: Purple x1	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 몬스터 카드첩 : 레드 x1{nl} - 몬스터 카드첩 : 블루 x1{nl} - 몬스터 카드첩 : 그린 x1{nl} - 몬스터 카드첩 : 퍼플 x1				
INTL_20180102_000057	Titre - Bonne Année 2018	칭호 - 2018 Happy New Year				
INTL_20180102_000058	Une clé donnée aux participants de l'événement 2018 Vœux de bonne année.{nl}Elle semble pouvoir ouvrir des Lingots d'or.	2018 Happy New Year Wishes Greetings 수상자에게 지급되는 열쇠입니다.{nl}금괴를 열 수 있을 것 같습니다.				
INTL_20180108_000059	Une clé donnée aux participants de l'événement 2018 Vœux de bonne année.{nl}Elle semble pouvoir ouvrir une sorte de coffre-fort.	2018 Happy New Year Wishes Greetings 수상자에게 지급되는 열쇠입니다.{nl}금고를 열 수 있을 것 같습니다.				
